cod_mun,disease,data_projecao,taxa_predita,limite_inferior,limite_superior
3514601,hiv_aids,2030-06-01,0.0,0.0,2.262077201186957
3514601,hiv_aids,2035-06-01,0.0,0.0,0.0
3514700,hiv_aids,2030-06-01,1.0478939871936583,0.0,5.9365754192219145
3514700,hiv_aids,2035-06-01,1.0854634683094573,0.0,6.218102299604924
3514809,hiv_aids,2030-06-01,0.370349365723521,0.0,2.186418615749933
3514809,hiv_aids,2035-06-01,0.3887073346633529,0.0,2.306774807454506
3514908,hiv_aids,2030-06-01,0.0,0.0,0.6559321823255296
3514908,hiv_aids,2035-06-01,0.0,0.0,0.0
3514924,hiv_aids,2030-06-01,0.0,0.0,7.21472192290431
3514924,hiv_aids,2035-06-01,0.0,0.0,4.681682205666142
3514957,hiv_aids,2030-06-01,0.0,0.0,9.485586004420052
3514957,hiv_aids,2035-06-01,0.0,0.0,8.075219682856625
3515004,hiv_aids,2030-06-01,0.8290039533082633,0.0514169371317645,1.5976553179223625
3515004,hiv_aids,2035-06-01,0.876206742157634,0.1342446106194032,1.6905835851121536
3515103,hiv_aids,2030-06-01,0.0,0.0,0.7616876427602857
3515103,hiv_aids,2035-06-01,0.0,0.0,0.6375842524240443
3515129,hiv_aids,2030-06-01,0.1212377632214071,0.0,8.770766075533258
3515129,hiv_aids,2035-06-01,0.1951580867862861,0.0,9.255009681587756
3515152,hiv_aids,2030-06-01,0.0,0.0,1.4335741108313311
3515152,hiv_aids,2035-06-01,0.0,0.0,0.6649760086964696
3515186,hiv_aids,2030-06-01,0.0,0.0,0.2909779310317194
3515186,hiv_aids,2035-06-01,0.0,0.0,0.0416886269579416
3515194,hiv_aids,2030-06-01,0.7612827597473005,0.0,4.223333694948972
3515194,hiv_aids,2035-06-01,0.8644433456969357,0.0,4.486557088059683
3515202,hiv_aids,2030-06-01,0.1694120572500515,0.0,1.7811427520916625
3515202,hiv_aids,2035-06-01,0.1721977129292634,0.0,1.9099881445066729
3515301,hiv_aids,2030-06-01,4.78448644738506,0.0,13.576191097434808
3515301,hiv_aids,2035-06-01,5.633078539248356,0.0,14.447866234387115
3515350,hiv_aids,2030-06-01,0.2271602522473931,0.0,2.1247847313330674
3515350,hiv_aids,2035-06-01,0.2228118377568178,0.0,2.315186410821932
3515400,hiv_aids,2030-06-01,0.3476044525398807,0.0,3.512806723205893
3515400,hiv_aids,2035-06-01,0.1089121894512349,0.0,3.144202385411841
3515509,hiv_aids,2030-06-01,0.0,0.0,1.3699813370142109
3515509,hiv_aids,2035-06-01,0.0,0.0,1.055907311227956
3515608,hiv_aids,2030-06-01,3.567034305050672,0.0,10.584254658086222
3515608,hiv_aids,2035-06-01,4.767779114555365,0.0,11.516603965349717
3515657,hiv_aids,2030-06-01,0.4028715362092488,0.0,4.761035617079644
3515657,hiv_aids,2035-06-01,0.4402405804417048,0.0,4.693098753281555
3515707,hiv_aids,2030-06-01,0.0,0.0,0.1297543283622083
3515707,hiv_aids,2035-06-01,0.0,0.0,0.0
3515806,hiv_aids,2030-06-01,0.0008172501178685,0.0,109.03088519383752
3515806,hiv_aids,2035-06-01,0.0011438082040371,0.0,251.35077682608352
3515905,hiv_aids,2030-06-01,0.2943175797773565,0.0,8.995196184160852
3515905,hiv_aids,2035-06-01,0.0347061141922217,0.0,8.690312269819401
3516002,hiv_aids,2030-06-01,0.0,0.0,1.7251757636130407
3516002,hiv_aids,2035-06-01,0.0,0.0,1.822349657517602
3516101,hiv_aids,2030-06-01,0.5258457508097721,0.0,4.181338968802171
3516101,hiv_aids,2035-06-01,0.600931031143695,0.0,4.257926931103528
3516200,hiv_aids,2030-06-01,0.3357900824153896,0.0,1.0839935480415113
3516200,hiv_aids,2035-06-01,0.2276159344069115,0.0,1.0494334270567045
3516309,hiv_aids,2030-06-01,0.0,0.0,0.5251274566003599
3516309,hiv_aids,2035-06-01,0.0,0.0,0.153181578285411
3516408,hiv_aids,2030-06-01,0.0,0.0,1.146623120025348
3516408,hiv_aids,2035-06-01,0.0,0.0,0.8333045938675976
3516507,hiv_aids,2030-06-01,0.0,0.0,10.404049828804215
3516507,hiv_aids,2035-06-01,0.0,0.0,20.856032641192098
